the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E6100000D16541934AD052C05C8793C9E3FC4340,0101000020110F0000BA341498F4F45FC12B83CAFA728C5241,332205,2018.0,201819071190,0411,2018-08-30,17:10:00,B,M,19,chest,N,N,N,900 BLOCK Flanders Rd,0,-75.25455171,39.97570152,19,0,1,0,39.97570152,-75.25455171
0101000020E6100000D16541934AD052C05C8793C9E3FC4340,0101000020110F0000BA341498F4F45FC12B83CAFA728C5241,332206,2018.0,201819071199,0411,2018-08-30,17:10:00,B,M,21,multi,N,N,N,900 BLOCK Flanders Rd,0,-75.25455171,39.97570152,19,0,1,0,39.97570152,-75.25455171
0101000020E61000005C65F9FCA8C952C09F856F27B2024440,0101000020110F00006DC35712B1E95FC1A05D90D9E2925241,332207,2018.0,201839056000,0411,2018-08-10,22:09:00,B,M,34,back,N,N,N,1500 BLOCK BLAVIS ST,0,-75.15093922,40.02106183,39,0,1,0,40.02106183,-75.15093922
0101000020E610000015B22DE2FFCC52C04CFEA346D3FB4340,0101000020110F0000198088325DEF5FC15C7708FA448B5241,332208,2018.0,201816035756,0411,2018-08-11,23:24:00,B,M,20,arm,N,N,N,4000 BLOCK BROWN ST,0,-75.20311789,39.96738513,16,0,1,0,39.96738513,-75.20311789
0101000020E61000001E999A468BCB52C01FE7892909074440,0101000020110F0000A8972349E4EC5FC1BE32C24AB3975241,332209,2018.0,201814068368,0411,2018-08-12,21:02:00,B,F,31,back,N,N,N,6600 BLOCK CHEW AVE,0,-75.18037572,40.05496711,14,0,1,0,40.05496711,-75.18037572
0101000020E61000000ED27C6342C852C0C2C77962CAFE4340,0101000020110F000085AA47F44FE75FC147AE13548E8E5241,332210,2018.0,201826034487,0411,2018-08-12,17:35:00,W,M,19,multi,N,N,N,100 BLOCK E LEHIGH AVE,1,-75.12905204,39.99055129,26,0,1,0,39.99055129,-75.12905204
0101000020E610000021D3F3D196C852C0639FBE6DBF064440,0101000020110F000085A09F5EDFE75FC12B55F77A61975241,332211,2018.0,201835068378,0411,2018-08-12,21:10:00,B,M,20,chest,N,N,N,1000 BLOCK 66TH AVE,0,-75.13420533,40.05271695,35,0,1,0,40.05271694,-75.13420533
0101000020E610000021D3F3D196C852C0639FBE6DBF064440,0101000020110F000085A09F5EDFE75FC12B55F77A61975241,332212,2018.0,201835068379,0411,2018-08-12,21:10:00,B,M,19,arm,N,N,N,1000 BLOCK 66TH AVE,0,-75.13420533,40.05271695,35,0,1,0,40.05271694,-75.13420533
0101000020E610000021D3F3D196C852C0639FBE6DBF064440,0101000020110F000085A09F5EDFE75FC12B55F77A61975241,332213,2018.0,201835068383,0411,2018-08-12,21:10:00,B,M,19,leg,N,N,N,1000 BLOCK 66TH AVE,0,-75.13420533,40.05271695,35,0,1,0,40.05271694,-75.13420533
0101000020E6100000CA439550B0C952C03FA1A6AF4A004440,0101000020110F0000F4D24084BDE95FC1DED8DE5F38905241,332214,2018.0,201825063408,0411,2018-08-13,22:01:00,B,M,23,head,N,N,N,3200 BLOCK N PARK AV,0,-75.1513864,40.00227924,25,0,1,0,40.00227924,-75.1513864
0101000020E610000039B1EA20ADC352C04BC4213C56024440,0101000020110F00002232D10D87DF5FC113FA4BE97C925241,332215,2018.0,201815073204,0411,2018-08-13,21:17:00,W,M,19,multi,N,N,N,4700 BLOCK BENNER ST,0,-75.05744193,40.01825668,15,0,1,0,40.01825668,-75.05744193
0101000020E61000005478A76DC9CE52C05D81CFACF8F84340,0101000020110F0000CDA4216266F25FC1400F977D1B885241,332216,2018.0,201812059526,0411,2018-08-14,22:12:00,B,M,37,multi,N,N,N,900 BLOCK S CONESTOGA ST,0,-75.23104421,39.94508896,12,0,1,0,39.94508896,-75.23104421
0101000020E61000001C105B5926CC52C0DD644CA87DF64340,0101000020110F0000E8BC76B1EBED5FC1BF45581F5C855241,332217,2018.0,201801031193,0411,2018-08-14,21:27:00,B,M,31,leg,N,N,N,2600 BLOCK JACKSON ST,0,-75.18984064,39.92570976,01,0,1,0,39.92570976,-75.18984064
0101000020E61000000E213A46AAC752C09B992EFE15034440,0101000020110F0000555FA1924DE65FC128267C9351935241,332218,2018.0,201825063920,0411,2018-08-15,21:00:00,W,M,22,back,N,N,N,300 BLOCK E ROCKLAND ST,1,-75.11976772,40.02410867,25,0,1,0,40.02410867,-75.11976772
0101000020E6100000E388F71427C952C03534547B47034440,0101000020110F00004400AB69D4E85FC14F14AB7688935241,332219,2018.0,201835069283,0411,2018-08-15,22:55:00,B,M,25,leg,N,N,N,4800 BLOCK N MARVINE ST,0,-75.14301037,40.02561895,35,0,1,0,40.02561895,-75.14301037
0101000020E6100000D651F612BAC952C0C170F07DD8F74340,0101000020110F000078660018CEE95FC1265F9843DC865241,332220,2018.0,201803047749,0411,2018-08-15,23:34:00,B,M,24,LEG,N,N,N,900 BLOCK S 5TH ST,0,-75.15198206,39.93629431,03,0,1,0,39.93629431,-75.15198206
0101000020E6100000BBCA03262AC852C0CDFB28B892FF4340,0101000020110F0000DBF5A8C726E75FC1E9FE4F6A6C8F5241,332221,2018.0,201824071856,0411,2018-08-17,02:15:00,W,M,22,hip,N,N,N,200 BLOCK E CLEARFIELD ST,1,-75.12757254,39.99666502,24,0,1,0,39.99666502,-75.12757254
0101000020E6100000BBCA03262AC852C0CDFB28B892FF4340,0101000020110F0000DBF5A8C726E75FC1E9FE4F6A6C8F5241,332222,2018.0,201824071857,0411,2018-08-17,02:15:00,W,M,45,foot,N,N,N,200 BLOCK E CLEARFIELD ST,1,-75.12757254,39.99666502,24,0,1,0,39.99666502,-75.12757254
0101000020E6100000B8EA950D06C852C0EFF1B690CF024440,0101000020110F0000AB74DC77E9E65FC106FEC67703935241,332223,2018.0,201825064297,0411,2018-08-17,02:10:00,B,M,29,knee,N,N,N,4700 BLOCK RISING SUN AV,0,-75.12536945,40.02195939,25,0,1,0,40.02195939,-75.12536945
0101000020E61000006204E0E12ECE52C0EEAAEE2E23F84340,0101000020110F0000174412DF5FF15FC1075A51FF2E875241,332224,2018.0,201812060319,0411,2018-08-17,23:48:00,B,M,21,multi,N,N,N,1600 BLOCK S 54TH ST,0,-75.22161147,39.93857371,12,0,1,0,39.93857371,-75.22161147
0101000020E6100000D370E3791DCB52C0E3981BC267FF4340,0101000020110F0000F443A8C729EC5FC1C261ACC93C8F5241,332225,2018.0,201822064865,0411,2018-08-17,22:38:00,B,M,23,multi/head,N,N,N,2500 BLOCK W HAROLD ST,0,-75.17367408,39.99535395,22,0,1,0,39.99535395,-75.17367408
0101000020E6100000D370E3791DCB52C0E3981BC267FF4340,0101000020110F0000F443A8C729EC5FC1C261ACC93C8F5241,332226,2018.0,201822064870,0411,2018-08-17,22:38:00,B,M,24,leg,N,N,N,2500 BLOCK W HAROLD ST,0,-75.17367408,39.99535395,22,0,1,0,39.99535395,-75.17367408
0101000020E6100000BF8D8301BAC952C04FE2F75FFCFF4340,0101000020110F000015265DFACDE95FC1F108FF8CE18F5241,332227,2018.0,201825065193,0411,2018-08-20,00:23:00,B,M,25,legs,N,N,N,3100 BLOCK PARK AV,0,-75.1519779,39.99988937,25,0,1,0,39.99988937,-75.1519779
0101000020E6100000BF8D8301BAC952C04FE2F75FFCFF4340,0101000020110F000015265DFACDE95FC1F108FF8CE18F5241,332228,2018.0,201825065197,0411,2018-08-20,00:23:00,B,M,14,head,N,N,N,3100 BLOCK PARK AV,0,-75.1519779,39.99988937,25,0,1,0,39.99988937,-75.1519779
0101000020E6100000DD5AAAFB95C952C0CCC7DE2014FF4340,0101000020110F0000635620CA90E95FC14083AD13E08E5241,332229,2018.0,201822065820,0411,2018-08-20,19:32:00,B,M,24,foot,N,N,N,1100 BLOCK W OAKDALE ST,0,-75.14977924,39.99280177,22,0,1,0,39.99280177,-75.14977924
0101000020E61000009A70F959B6CB52C014FFA0C336FF4340,0101000020110F0000C8C93C742DED5FC182062479068F5241,332230,2018.0,201822065830,0411,2018-08-20,21:22:00,B,F,33,multi,N,N,N,2400 BLOCK N NAPA ST,0,-75.18300485,39.99385877,22,1,0,0,39.99385877,-75.18300485
0101000020E61000000B214A28BBC852C0EC64780505024440,0101000020110F00009D4894171DE85FC155E34CD922925241,332283,2018.0,201825038519,0411,2018-05-20,18:04:00,W,M,21,multi,N,N,N,4200 BLOCK N Fairhill St,1,-75.13642318,40.01577824,25,0,1,0,40.01577824,-75.13642318
0101000020E61000008DEB4220D5C952C030702F1FFFFD4340,0101000020110F000049B5510BFCE95FC17A5E0B04AD8D5241,332284,2018.0,201822038509,0411,2018-05-20,00:05:00,B,M,30,leg,N,N,N,2100 BLOCK N Camac St,0,-75.15363318,39.9843482,22,0,1,0,39.9843482,-75.15363318
0101000020E6100000D08636DF4CC852C075DDC62C1C044440,0101000020110F0000158DDBC261E75FC19B6C5F5F74945241,332285,2018.0,201835041923,0411,2018-05-20,02:59:00,W,M,30,chest,N,N,N,400 BLOCK Delphine St,1,-75.12969189,40.03210983,35,0,1,0,40.03210983,-75.12969189
0101000020E61000005BDAC2563DCB52C07D158D73A3004440,0101000020110F0000D627EDE65FEC5FC1BD21CFCA9A905241,332286,2018.0,201839034223,0411,2018-05-19,21:43:00,B,M,19,leg,N,N,N,3200 BLOCK N Newkirk St,0,-75.17561883,40.00498814,39,0,1,0,40.00498814,-75.17561883
0101000020E61000005BDAC2563DCB52C07D158D73A3004440,0101000020110F0000D627EDE65FEC5FC1BD21CFCA9A905241,332287,2018.0,201839034245,0411,2018-05-19,21:43:00,B,F,18,stomach,N,N,N,3200 BLOCK N Newkirk St,0,-75.17561883,40.00498814,39,0,1,0,40.00498814,-75.17561883
0101000020E6100000E96514CBADC852C00DB0A8EBFDFB4340,0101000020110F0000235A4F6406E85FC150E7E13B748B5241,332288,2018.0,201826020640,0411,2018-05-20,01:30:00,W,M,25,chest,N,N,N,0 BLOCK W Girard Ave,1,-75.1356075,39.96868654,26,0,1,0,39.96868654,-75.1356075
0101000020E6100000219BFDE45CC652C06982F2881B004440,0101000020110F0000977B284B17E45FC199AAFB1804905241,332289,2018.0,201824040991,0411,2018-05-19,16:11:00,B,M,22,thigh,N,N,N,2000 BLOCK E Glenwood Ave,0,-75.09941983,40.0008403,24,0,1,0,40.0008403,-75.09941983
,,332290,2018.0,201822038032,0411,2018-05-18,13:51:00,B,M,21,chest,N,N,N,31st & Fontain St,0,,,22,0,1,0,,
0101000020E61000005BE5AECAAAC852C064EDAD50BD044440,0101000020110F0000D3771C4B01E85FC1F68ED21D27955241,332291,2018.0,201835041559,0411,2018-05-18,22:47:00,W,M,20,thigh,N,N,N,800 BLOCK W Olney Ave,1,-75.1354243,40.03702744,35,0,1,0,40.03702744,-75.1354243
0101000020E61000005BE5AECAAAC852C064EDAD50BD044440,0101000020110F0000D3771C4B01E85FC1F68ED21D27955241,332292,2018.0,201835041560,0411,2018-05-18,22:47:00,W,M,20,arms,N,N,N,800 BLOCK W Olney Ave,0,-75.1354243,40.03702744,35,0,1,0,40.03702744,-75.1354243
0101000020E6100000B435097B26C852C070AEE5BE6A054440,0101000020110F0000EABFB58C20E75FC1AA0EFE81E7955241,332293,2018.0,201835042355,0411,2018-05-21,15:28:00,B,M,21,wrist,N,N,N,400 BLOCK W Champlost St,0,-75.12734867,40.04232012,35,0,1,0,40.04232012,-75.12734867
0101000020E61000004158B6A49DC652C0A535615683054440,0101000020110F00009E77B04685E45FC16BFD0DCA02965241,332294,2018.0,201802026201,0411,2018-05-21,14:20:00,B,M,22,leg,N,N,N,500 BLOCK Rosalie St,0,-75.10337179,40.0430706,02,0,1,0,40.0430706,-75.10337179
0101000020E610000036399DE0B2C852C04462CCA758034440,0101000020110F00000EE518070FE85FC1EB9FCE829B935241,332295,2018.0,201835042237,0411,2018-05-21,03:00:00,B,F,20,multi/head,N,N,N,600 BLOCK W Rockland St,0,-75.13591781,40.02614305,35,0,1,0,40.02614305,-75.13591781
0101000020E610000036399DE0B2C852C04462CCA758034440,0101000020110F00000EE518070FE85FC1EB9FCE829B935241,332296,2018.0,201835042238,0411,2018-05-21,03:00:00,B,M,21,multi,N,N,N,600 BLOCK W Rockland St,0,-75.13591781,40.02614305,35,0,1,0,40.02614305,-75.13591781
0101000020E61000007677748E47C852C07E9C9BFCB7FF4340,0101000020110F0000392079BB58E75FC1D8EB36BB958F5241,332297,2018.0,201825039100,0411,2018-05-22,14:25:00,W,M,15,foot,N,N,N,3100 BLOCK Front St,1,-75.12936746,39.99780233,25,0,1,0,39.99780233,-75.12936746
0101000020E6100000E25452C475CE52C06C900F9B44FA4340,0101000020110F0000B908A346D8F15FC1D20A653A8B895241,332298,2018.0,201818031557,0411,2018-05-22,16:59:00,B,M,25,thigh,N,N,N,5200 BLOCK Irving St,0,-75.22593792,39.95521868,18,0,1,0,39.95521868,-75.22593792
0101000020E61000005DD669496CC552C0412E2FC82F024440,0101000020110F00003638DF987EE25FC150DBA74452925241,332299,2018.0,201815044541,0411,2018-05-23,22:14:00,B,M,20,shoulder,N,N,N,4700 BLOCK Griscom St,0,-75.0847343,40.01708319,15,0,1,0,40.01708319,-75.0847343
0101000020E61000005DD669496CC552C0412E2FC82F024440,0101000020110F00003638DF987EE25FC150DBA74452925241,332300,2018.0,201815044582,0411,2018-05-23,22:14:00,B,M,22,back,N,N,N,4700 BLOCK Griscom St,0,-75.0847343,40.01708319,15,0,1,0,40.01708319,-75.0847343
0101000020E6100000AEE928A488CF52C0CFE77152F7F54340,0101000020110F000042B67D2DABF35FC1CA44735AC7845241,332301,2018.0,201812038149,0411,2018-05-23,22:39:00,B,M,64,arms,N,N,N,7000 BLOCK Greenway Ave,0,-75.24271492,39.92161017,12,0,1,0,39.92161017,-75.24271492
0101000020E6100000078D4746DACA52C0054367E352FD4340,0101000020110F00006EA898A1B7EB5FC188E8521DEE8C5241,332302,2018.0,201822039390,0411,2018-05-23,04:03:00,B,M,39,thigh,N,N,N,1600 BLOCK N 21st St,0,-75.16957242,39.97909205,22,0,1,0,39.97909205,-75.16957242
0101000020E6100000067A4DB4D0CE52C01BB7FBC9D6F84340,0101000020110F000045FB06BE72F25FC1A51BC1F3F5875241,332303,2018.0,201812038415,0411,2018-05-24,23:52:00,B,M,19,multi,N,N,N,5500 BLOCK WHITBY AVE,0,-75.2314883,39.94405485,12,0,1,0,39.94405484,-75.2314883
0101000020E6100000D134722722C452C02536063AE6014440,0101000020110F00007BDA64D54DE05FC10C5319B300925241,332304,2018.0,201815044957,0411,2018-05-24,22:30:00,B,M,22,multi,N,N,N,5500 BLOCK TORRESDALE AVE,0,-75.0645846,40.01483846,15,0,1,0,40.01483846,-75.0645846
0101000020E6100000E09398B172C952C00277A8BF41044440,0101000020110F000040ACD9D854E95FC1BC0EC50C9E945241,332305,2018.0,201835043589,0411,2018-05-24,22:45:00,B,M,52,leg,N,N,N,5200 BLOCK N 15TH ST,0,-75.14762535,40.03325649,35,0,1,0,40.03325649,-75.14762535
0101000020E6100000CD4409E1AECA52C0A9DA6E826F034440,0101000020110F000056BE6DEB6DEB5FC1EBD1D2DBB4935241,332306,2018.0,201839035287,0411,2018-05-24,00:03:00,B,M,43,chest,N,N,N,5000 BLOCK KNOX ST,0,-75.16692378,40.0268405,39,0,1,0,40.0268405,-75.16692377
0101000020E6100000049CD65433CD52C06C7B37ED94FC4340,0101000020110F00009F683996B4EF5FC17358A8941B8C5241,332307,2018.0,201816022185,0411,2018-05-25,10:31:00,B,M,29,abdomen,N,N,N,1100 BLOCK N 41st St,0,-75.20625802,39.97329488,16,0,1,0,39.97329488,-75.20625802
0101000020E6100000496D3D9E31C852C06C00BA5866FF4340,0101000020110F0000594EC47733E75FC181280B393B8F5241,332308,2018.0,201824042930,0411,2018-05-25,15:53:00,W,M,18,chest,N,N,N,3000 BLOCK A Street,1,-75.12802845,39.99531087,24,0,1,0,39.99531087,-75.12802845
0101000020E610000014E40C6A24CC52C013EA8E6A7DF64340,0101000020110F000084482368E8ED5FC10D0AF8DA5B855241,332309,2018.0,201801019903,0411,2018-05-26,22:34:00,B,M,45,leg,N,N,N,2600 BLOCK Jackson St,0,-75.18972255,39.92570241,01,0,1,0,39.9257024,-75.18972255
0101000020E6100000D5A7E2E7FBCF52C0484D60DF73FC4340,0101000020110F0000D00D55F76EF45FC1376CE5F2F68B5241,332310,2018.0,201819042954,0411,2018-05-27,02:07:00,B,M,51,thigh,N,N,N,600 BLOCK Atwood St,0,-75.24975011,39.97228615,19,0,1,0,39.97228615,-75.24975011
0101000020E610000064492D5270C952C0E263454751FF4340,0101000020110F0000BF7A16D150E95FC10CD1D9DD238F5241,332311,2018.0,201825040612,0411,2018-05-27,13:53:00,W,M,29,multi,N,N,N,2700 BLOCK Germantown Ave,1,-75.14748053,39.99466792,25,0,1,0,39.99466792,-75.14748053
0101000020E610000064492D5270C952C0E263454751FF4340,0101000020110F0000BF7A16D150E95FC10CD1D9DD238F5241,332312,2018.0,201825040613,0411,2018-05-27,13:53:00,W,M,21,thigh,N,N,N,2700 BLOCK Germantown Ave,1,-75.14748053,39.99466792,25,0,1,0,39.99466792,-75.14748053
0101000020E610000051D6146D73C752C0E55CCCC79CFF4340,0101000020110F000002DD5468F0E55FC11FCABE91778F5241,332313,2018.0,201825039849,0411,2018-05-25,00:46:00,B,M,33,leg,N,N,N,700 BLOCK E Allegheny Ave,0,-75.11642005,39.99697206,25,0,1,0,39.99697206,-75.11642005
0101000020E61000008B8FCB8F6ACB52C058E0D00003F74340,0101000020110F00003F03AFB7ACEC5FC10C64F0CDEF855241,332314,2018.0,201817022261,0411,2018-05-28,19:10:00,B,M,23,multi,N,N,N,1700 BLOCK S 20th St,0,-75.17837901,39.92977915,17,0,1,0,39.92977915,-75.17837901
0101000020E61000008B8FCB8F6ACB52C058E0D00003F74340,0101000020110F00003F03AFB7ACEC5FC10C64F0CDEF855241,332315,2018.0,201817022259,0411,2018-05-28,19:10:00,B,M,37,multi,N,N,N,1700 BLOCK S 20th St,0,-75.17837901,39.92977915,17,0,1,0,39.92977915,-75.17837901
0101000020E6100000587FB69B81CF52C0A65646C0F4FB4340,0101000020110F00003F32403B9FF35FC1E66693126A8B5241,332316,2018.0,201819043557,0411,2018-05-28,21:35:00,B,M,18,back,N,N,N,6100 BLOCK Callowhill St,0,-75.24228566,39.96840671,19,0,1,0,39.96840671,-75.24228566
0101000020E610000023E220007CC752C070A28E758EFF4340,0101000020110F00007AFDD6F8FEE55FC1BA6D3DB1678F5241,332317,2018.0,201824044457,0411,2018-05-29,22:29:00,B,F,60,buttocks,N,N,N,3100 BLOCK Weymouth St,0,-75.11694339,39.99653501,24,0,1,0,39.99653501,-75.11694339
0101000020E610000072FB82699AC652C0E407B663CDFF4340,0101000020110F000028169BC97FE45FC100BCA275AD8F5241,332318,2018.0,201824044491,0411,2018-05-29,20:43:00,B,M,23,arm,N,N,N,3500 BLOCK Emerald St,0,-75.10317457,39.99845549,24,0,1,0,39.99845549,-75.10317457
0101000020E610000072FB82699AC652C0E407B663CDFF4340,0101000020110F000028169BC97FE45FC100BCA275AD8F5241,332319,2018.0,201824044438,0411,2018-05-29,20:43:00,B,F,7,back,N,N,N,3500 BLOCK Emerald St,0,-75.10317457,39.99845549,24,0,1,0,39.99845549,-75.10317457
0101000020E61000005699CEF38CC952C019F57B2872FB4340,0101000020110F000018C0337381E95FC1EF308A5BD98A5241,332320,2018.0,201806023152,0411,2018-05-29,14:50:00,B,M,18,thigh,N,N,N,700 BLOCK N 7th St,0,-75.14922805,39.96442133,06,0,1,0,39.96442133,-75.14922805
0101000020E6100000295371881DC952C0041FA42310054440,0101000020110F0000B7C46531C4E85FC1347E60FE82955241,332321,2018.0,201835045335,0411,2018-05-30,15:22:00,B,M,30,multi,N,N,N,1300 BLOCK W CHEW AV,0,-75.14242755,40.03955503,35,0,1,0,40.03955503,-75.14242755
0101000020E61000008FD23AE485CA52C0BBD7832863FE4340,0101000020110F00007951574C28EB5FC15E02CCE61B8E5241,332322,2018.0,201822041481,0411,2018-05-30,21:12:00,B,M,23,multi,N,N,N,1900 BLOCK W SUSQUEHANNA AV,0,-75.16442209,39.98740107,22,0,1,0,39.98740107,-75.16442209
0101000020E6100000BE8CDE80C1CF52C07ED069CC5AFD4340,0101000020110F000094E986C30BF45FC1CE08BCE1F68C5241,332323,2018.0,201819044312,0411,2018-05-30,22:15:00,B,M,20,buttocks,N,N,N,900 BLOCK N 63RD ST,0,-75.24618551,39.97933345,19,0,1,0,39.97933345,-75.24618551
0101000020E610000052F45D9DE5C852C09B3D8EEE39064440,0101000020110F0000EB0ECD3565E85FC1520F5D5DCD965241,332324,2018.0,201835045480,0411,2018-05-30,23:31:00,B,M,30,head,N,N,N,1200 BLOCK MEDARY AV,0,-75.13901457,40.04864294,35,0,1,0,40.04864294,-75.13901457
0101000020E61000002E45A808A6C952C0D55799213CFF4340,0101000020110F00008A97A90DACE95FC17B784D6C0C8F5241,332325,2018.0,201825041592,0411,2018-05-31,02:40:00,B,M,38,multi,N,N,N,1200 BLOCK W Silver St,0,-75.1507589,39.99402256,25,0,1,0,39.99402256,-75.1507589
0101000020E61000000C10BBA54BCF52C00CD19D3700FB4340,0101000020110F000097DDCF9243F35FC132A72C1A5B8A5241,332326,2018.0,201818033880,0411,2018-05-31,18:23:00,B,M,21,leg,N,N,N,5900 BLOCK Ludlow St,0,-75.23899215,39.96094413,18,0,1,0,39.96094413,-75.23899215
0101000020E61000001F511D8255CE52C0DB70F5EFBCFA4340,0101000020110F0000BFB83D7BA1F15FC11D8ECC8D108A5241,332327,2018.0,201818034158,0411,2018-06-01,19:21:00,B,M,38,abdom,N,N,N,5100 BLOCK Ranstead St,0,-75.22396901,39.95889091,18,0,1,0,39.95889091,-75.22396901
0101000020E6100000EF5EE6221BC552C04E1CED76C5024440,0101000020110F0000562B45C1F4E15FC101C90A44F8925241,332328,2018.0,201815047893,0411,2018-06-02,00:45:00,B,M,39,leg,N,N,N,1500 BLOCK Dyre St,0,-75.07978127,40.02165114,15,0,1,0,40.02165114,-75.07978127
0101000020E610000063D5FFBD84C852C0359BA65347004440,0101000020110F0000115B94A9C0E75FC1103F5FA634905241,332329,2018.0,201825042241,0411,2018-06-02,01:40:00,W,M,17,multi,N,N,N,200 BLOCK W Ontario St,1,-75.13310194,40.00217672,25,0,1,0,40.00217672,-75.13310194
0101000020E610000063D5FFBD84C852C0359BA65347004440,0101000020110F0000115B94A9C0E75FC1103F5FA634905241,332330,2018.0,201825042242,0411,2018-06-02,01:40:00,W,M,19,buttocks,N,N,N,200 BLOCK W Ontario St,1,-75.13310194,40.00217672,25,0,1,0,40.00217672,-75.13310194
0101000020E61000001372736444CE52C07AEE6F96B3FB4340,0101000020110F0000766C8B6884F15FC1064D87DC218B5241,332331,2018.0,201816023942,0411,2018-06-02,23:40:00,B,M,19,leg,N,N,N,5100 BLOCK Reno St,0,-75.22292434,39.96641808,16,0,1,0,39.96641808,-75.22292434
0101000020E6100000B8B08FCA64CD52C0B5356434D9FA4340,0101000020110F000072526F9908F05FC14DDCEEDF2F8A5241,332332,2018.0,201816024023,0411,2018-06-03,13:50:00,B,M,19,multi,N,N,N,400 BLOCK Busti St,0,-75.20927681,39.95975356,16,0,1,0,39.95975356,-75.20927681
0101000020E61000001360790CA6CB52C0A6093E7A01F74340,0101000020110F0000E29620C311ED5FC1D8895C1DEE855241,332333,2018.0,201801020729,0411,2018-06-01,23:36:00,B,M,50,finger,N,N,N,2200 BLOCK Moore St,0,-75.18200981,39.92973259,01,0,1,0,39.92973259,-75.18200981
0101000020E6100000ED523C9114CF52C0B5F048FE58F64340,0101000020110F000018C2B303E6F25FC15F559E8433855241,332334,2018.0,201812041177,0411,2018-06-04,23:43:00,B,M,24,abdom,N,N,N,6600 BLOCK Woodland Ave,0,-75.23563033,39.92459086,12,0,1,0,39.92459086,-75.23563033
0101000020E6100000A9CC20804CCD52C0D08B45992EFB4340,0101000020110F0000B8E4CC56DFEF5FC175ECE77E8E8A5241,332335,2018.0,201816024201,0411,2018-06-04,22:29:00,B,M,15,neck,N,N,N,4200 BLOCK Haverford Ave,0,-75.20779422,39.96235958,16,0,1,0,39.96235958,-75.20779422
0101000020E6100000EF5722CCC4C952C0274BEF136EFE4340,0101000020110F000017D0F34EE0E95FC177757701288E5241,332336,2018.0,201822043022,0411,2018-06-04,12:56:00,B,M,24,multi,N,N,N,2300 BLOCK N Fawn St,0,-75.15263656,39.98773431,22,0,1,0,39.98773431,-75.15263656
0101000020E61000008EB51A6DF0C952C0F6720AB808004440,0101000020110F00000C79926A2AEA5FC18BB1843CEF8F5241,332337,2018.0,201839038735,0411,2018-06-05,14:11:00,B,M,28,leg,N,N,N,1500 BLOCK W Clearfield St,0,-75.15529945,40.00026608,39,0,1,0,40.00026608,-75.15529945
0101000020E61000008EB51A6DF0C952C0F6720AB808004440,0101000020110F00000C79926A2AEA5FC18BB1843CEF8F5241,332338,2018.0,201839038736,0411,2018-06-05,14:11:00,B,M,26,foot,N,N,N,1500 BLOCK W Clearfield St,0,-75.15529945,40.00026608,39,0,1,0,40.00026608,-75.15529945
0101000020E61000008EB51A6DF0C952C0F6720AB808004440,0101000020110F00000C79926A2AEA5FC18BB1843CEF8F5241,332339,2018.0,201839038737,0411,2018-06-05,14:11:00,B,F,21,chest,N,N,N,1500 BLOCK W Clearfield St,0,-75.15529945,40.00026608,39,0,1,0,40.00026608,-75.15529945
0101000020E6100000FBF8F84210CA52C08573D387AAFE4340,0101000020110F0000EC84F17D60EA5FC17DCE78046B8E5241,332340,2018.0,201822043636,0411,2018-06-06,18:53:00,B,M,22,buttocks,N,N,N,1500 BLOCK W York St,0,-75.15724253,39.98957918,22,0,1,0,39.98957918,-75.15724253
0101000020E6100000FBF8F84210CA52C08573D387AAFE4340,0101000020110F0000EC84F17D60EA5FC17DCE78046B8E5241,332341,2018.0,201822043650,0411,2018-06-06,18:53:00,B,M,18,back,N,N,N,1500 BLOCK W York St,0,-75.15724253,39.98957918,22,0,1,0,39.98957918,-75.15724253
0101000020E6100000FBF8F84210CA52C08573D387AAFE4340,0101000020110F0000EC84F17D60EA5FC17DCE78046B8E5241,332342,2018.0,201822043669,0411,2018-06-06,18:53:00,B,M,21,knee,N,N,N,1500 BLOCK W York St,0,-75.15724253,39.98957918,22,0,1,0,39.98957918,-75.15724253
0101000020E6100000661AEA03CBCE52C06FF70F75E1F74340,0101000020110F0000E994341469F25FC19D2DCB31E6865241,332343,2018.0,201812041629,0411,2018-06-06,15:58:00,B,M,20,multi,N,N,N,5800 BLOCK Belmar St,0,-75.23114107,39.93656791,12,0,1,0,39.93656791,-75.23114107
,,332344,2018.0,201812041738,0411,2018-06-06,22:43:00,B,M,17,hip,N,N,N,6500 BLOCK Belamr St,0,,,12,0,1,0,,
0101000020E61000004615515599C952C08523CCDDFC044440,0101000020110F00005DEEEE7A96E95FC18832299D6D955241,332345,2018.0,201835048639,0411,2018-06-10,16:59:00,B,M,26,thigh,N,N,N,1600 BLOCK Olney Ave,0,-75.14998372,40.03896687,35,0,1,0,40.03896687,-75.14998372
0101000020E61000006084BE2E22CB52C060D2736696FD4340,0101000020110F00006CDE39C631EC5FC11B0A2BF1388D5241,332346,2018.0,201822044304,0411,2018-06-09,04:43:00,B,M,31,multi,N,N,N,1700 BLOCK N 24th St,0,-75.17396134,39.98115235,22,0,1,0,39.98115235,-75.17396134
