DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
3,19XX BALTIMORE AV,39.1355396047083,-84.5600395300837,NORTH FAIRMOUNT,NORTH FAIRMOUNT,2153,139008089,2,"CINC, OH 45237",BLACK,MALE,22,NONFATAL,04/08/2013 12:00:00 AM,APR,160000,16,MON,139008089,04/08/2013 04:00:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
5,21XX MONTANA AVE,39.1580529548273,-84.5678249732377,NORTHSIDE,MT. AIRY,1808,129011727,1,"CINC, OH 45231",BLACK,MALE,25,NONFATAL,05/05/2012 12:00:00 AM,MAY,002700,0,SAT,129011727,05/05/2012 12:27:00 AM,DISTRICT 5,45211,NORTHSIDE - WESTWOOD
1,17XX BAYMILLER ST,39.1151528342317,-84.5292832317036,WEST END,WEST END,4744,199019412,1,,BLACK,MALE,18,NONFATAL,08/25/2019 12:00:00 AM,AUG,232500,23,SUN,199019412,08/25/2019 11:25:00 PM,DISTRICT 1,,WEST END
3,36XX VANVEY AV,39.1097487381209,-84.5721398971674,EAST PRICE HILL,EAST PRICE HILL,1055,31007225,2,"INDEPENDENCE, KY 4105",WHITE,MALE,30,NONFATAL,07/26/2010 12:00:00 AM,JUL,,N/A,MON,31007225,07/26/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
5,54XX HOLLAND DR,39.1895326337059,-84.5141610105279,WINTON HILLS,WINTON HILLS,507,50901698,1,,BLACK,MALE,21,NONFATAL,03/28/2009 12:00:00 AM,MAR,,N/A,SAT,50901698,03/28/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,2XX ERKENBRECHER AV,39.1418176757377,-84.5050724588745,AVONDALE,AVONDALE,312,40807343,1,,BLACK,MALE,21,NONFATAL,10/01/2008 12:00:00 AM,OCT,,N/A,WED,40807343,10/01/2008 12:00:00 AM,DISTRICT 4,45229,CORRYVILLE
5,54XX WINNESTE AV,39.1889095844744,-84.5150526625067,WINTON HILLS,WINTON HILLS,3406,169005374,1,"CINCINNATI, OH 45223",BLACK,MALE,27,NONFATAL,03/09/2016 12:00:00 AM,MAR,010000,1,WED,169005374,03/09/2016 01:00:00 AM,DISTRICT 5,,WINTON HILLS
5,7XX DUTCH COLONY DR,39.1895552334483,-84.5170034162345,WINTON HILLS,WINTON HILLS,728,50905726,1,,BLACK,MALE,26,FATAL,09/21/2009 12:00:00 AM,SEP,,N/A,MON,50905726,09/21/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
5,55XX GOLDENROD DR,39.1962446908979,-84.5741004521301,MT AIRY,MT. AIRY,738,50905904,1,,BLACK,FEMALE,35,NONFATAL,10/01/2009 12:00:00 AM,OCT,,N/A,THU,50905904,10/01/2009 12:00:00 AM,DISTRICT 5,45239,MOUNT AIRY
5,48XX HAWAIIAN TE,39.1835876206718,-84.5620097837243,MT AIRY,MT. AIRY,3192,159024173,1,"CINCINNATI, OH 45223",BLACK,FEMALE,18,NONFATAL,09/06/2015 12:00:00 AM,SEP,012000,1,SUN,159024173,09/06/2015 01:20:00 AM,DISTRICT 5,,MOUNT AIRY
2,18XX HEWITT AV,39.1370686653357,-84.4726052896933,EVANSTON,EVANSTON,3218,159026804,5,"CINCINNATI, OH 45207",BLACK,MALE,3,NONFATAL,09/28/2015 12:00:00 AM,SEP,235200,23,MON,159026804,09/28/2015 11:52:00 PM,DISTRICT 2,,EVANSTON
5,50XX COLERAIN AV,39.1792915015299,-84.5665092467112,MT AIRY,MT. AIRY,1512,51104189,1,"CIN, OH 45251",WHITE,MALE,35,NONFATAL,07/28/2011 12:00:00 AM,JUL,093800,9,THU,51104189,07/28/2011 09:38:00 AM,DISTRICT 5,45223,MOUNT AIRY
5,X KINGS RUN CT,39.1766194845688,-84.5091510916921,WINTON HILLS,WINTON HILLS,1871,129018101,1,"CINC, OH 45222",BLACK,MALE,24,NONFATAL,07/03/2012 12:00:00 AM,JUL,014400,1,TUE,129018101,07/03/2012 01:44:00 AM,DISTRICT 5,45232,WINTON HILLS
4,XX FOREST AV,39.1485066590363,-84.5111138576174,AVONDALE,AVONDALE,1439,41103643,1,"CINC, OH 45220",BLACK,MALE,35,FATAL,06/11/2011 12:00:00 AM,JUN,223700,22,SAT,41103643,06/11/2011 10:37:00 PM,DISTRICT 4,45220,AVONDALE
3,19XX FAIRMOUNT AV,39.1296461725438,-84.55878799402,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,3925,179018077,1,,BLACK,MALE,50,FATAL,05/16/2017 12:00:00 AM,MAY,202900,20,TUE,179018077,05/16/2017 08:29:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
4,10XX CHAPEL ST,39.1315840515709,-84.4866624570372,WALNUT HILLS,WALNUT HILLS,2555,149005627,1,"CINC, OH 45206",BLACK,MALE,23,NONFATAL,03/15/2014 12:00:00 AM,MAR,224000,22,SAT,149005627,03/15/2014 10:40:00 PM,DISTRICT 4,45206,WALNUT HILLS
1,8XX FINDLAY ST,39.1162652101821,-84.526687033734,WEST END,WEST END,4082,179039428,1,,WHITE,MALE,33,NONFATAL,09/21/2017 12:00:00 AM,SEP,122200,12,THU,179039428,09/21/2017 12:22:00 PM,DISTRICT 1,,WEST END
3,20XX WERON LN,39.148077402932,-84.5591738126644,EAST WESTWOOD,MILLVALE,3804,179002659,1,,BLACK,MALE,20,FATAL,01/28/2017 12:00:00 AM,JAN,022300,2,SAT,179002659,01/28/2017 02:23:00 AM,DISTRICT 3,,EAST WESTWOOD
5,58XX PAMELEEN CT,39.2039418842275,-84.5773171235542,MT AIRY,MT. AIRY,2088,139002197,1,"CINC, OH 45231",BLACK,FEMALE,22,NONFATAL,01/26/2013 12:00:00 AM,JAN,040000,4,SAT,139002197,01/26/2013 04:00:00 AM,DISTRICT 5,45239,MOUNT AIRY
4,49XX READING RD,39.1766016036746,-84.4665790308632,BOND HILL,BOND HILL,2593,149009643,1,"CINC, OH 45237",BLACK,MALE,36,NONFATAL,04/29/2014 12:00:00 AM,APR,204100,20,TUE,149009643,04/29/2014 08:41:00 PM,DISTRICT 4,45237,BOND HILL
5,58XX LATHROP PL,39.1974212123888,-84.5507146197648,COLLEGE HILL,COLLEGE HILL,969,51002677,2,,BLACK,MALE,26,NONFATAL,05/16/2010 12:00:00 AM,MAY,,N/A,SUN,51002677,05/16/2010 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
5,29XX W MCMICKEN,39.1365398425664,-84.5303903081217,CUF,CUF,2244,139014259,1,"MAYSVILLE, KY 41056",WHITE,MALE,33,FATAL,06/06/2013 12:00:00 AM,JUN,232500,23,THU,139014259,06/06/2013 11:25:00 PM,DISTRICT 5,45225,CUF
5,4XX KINGS RUN DR,39.1767758448451,-84.5087963800325,SPRING GROVE VILLAGE,WINTON HILLS,80,50801976,2,,BLACK,MALE,45,NONFATAL,04/11/2008 12:00:00 AM,APR,,N/A,FRI,50801976,04/11/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
2,63XX MONTGOMERY RD,39.1836701884655,-84.4235880565681,PLEASANT RIDGE,PLEASANT RIDGE,945,21001364,1,,BLACK,MALE,19,NONFATAL,04/13/2010 12:00:00 AM,APR,,N/A,TUE,21001364,04/13/2010 12:00:00 AM,DISTRICT 2,45213,PLEASANT RIDGE
5,22XX RAVINE ST,39.1235657697515,-84.5249912148496,CUF,CUF,5023,209009980,1,,WHITE,MALE,21,NONFATAL,05/16/2020 12:00:00 AM,MAY,000100,0,SAT,209009980,05/16/2020 12:01:00 AM,DISTRICT 5,,CUF
4,6XX N FRED SHUTTLESWORTH,39.1533398288066,-84.4918728302478,NORTH AVONDALE,AVONDALE,2245,139014411,1,"CINC, OH 45229",BLACK,MALE,39,NONFATAL,06/07/2013 12:00:00 AM,JUN,180500,18,FRI,139014411,06/07/2013 06:05:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
5,16XX MARLOWE AV,39.2003648187522,-84.5480880774507,COLLEGE HILL,COLLEGE HILL,960,51002540,1,,BLACK,MALE,110,NONFATAL,05/10/2010 12:00:00 AM,MAY,,N/A,MON,51002540,05/10/2010 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
2,16XX DE SALES LN,39.1314569050094,-84.4752866600343,EAST WALNUT HILLS,EVANSTON,4980,209008196,2,,WHITE,MALE,20,NONFATAL,04/20/2020 12:00:00 AM,APR,190000,19,MON,209008196,04/20/2020 07:00:00 PM,DISTRICT 2,,EAST WALNUT HILLS
1,16XX VINE ST,39.1150371757203,-84.5160511033261,OVER-THE-RHINE,OVER-THE-RHINE,3371,169002723,1,"CINCINNATI, OH 45202",BLACK,MALE,17,NONFATAL,02/01/2016 12:00:00 AM,FEB,203600,20,MON,169002723,02/01/2016 08:36:00 PM,DISTRICT 1,,OTR
4,23XX KEMPER LN,39.1244366620221,-84.4884189945874,WALNUT HILLS,EAST WALNUT HILLS,533,40902557,1,,BLACK,MALE,22,NONFATAL,04/19/2009 12:00:00 AM,APR,,N/A,SUN,40902557,04/19/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
2,22XX SALVADOR ST,39.0951702862148,-84.3859204308689,MT WASHINGTON,MT. WASHINGTON,3207,159025563,1,"CINCINNATI, OH 45255",WHITE,MALE,31,FATAL,09/18/2015 12:00:00 AM,SEP,024000,2,FRI,159025563,09/18/2015 02:40:00 AM,DISTRICT 2,,MOUNT WASHINGTON
3,23XX BALTIMORE AV,39.1504002850472,-84.5624448929294,EAST WESTWOOD,EAST WESTWOOD,4578,199006734,2,,BLACK,MALE,43,NONFATAL,04/05/2019 12:00:00 AM,APR,104000,10,FRI,199006734,04/05/2019 10:40:00 AM,DISTRICT 3,,EAST WESTWOOD
5,X KINGS RUN CT,39.1779993904006,-84.5104377267312,WINTON HILLS,WINTON HILLS,327,50806267,1,,BLACK,MALE,32,NONFATAL,10/11/2008 12:00:00 AM,OCT,,N/A,SAT,50806267,10/11/2008 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,28XX BEEKMAN ST,39.1360278418332,-84.5477893884137,NORTH FAIRMOUNT,NORTH FAIRMOUNT,3785,179000954,1,,BLACK,MALE,27,NONFATAL,01/11/2017 12:00:00 AM,JAN,122100,12,WED,179000954,01/11/2017 12:21:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
1,11XX GARDEN ST,39.1184391400808,-84.5328666545204,WEST END,WEST END,5034,209010957,2,,UNKNOWN,UNKNOWN,0,FATAL,05/28/2020 12:00:00 AM,MAY,041100,4,THU,209010957,05/28/2020 04:11:00 AM,DISTRICT 1,,WEST END
1,5XX GENESSEE ST,39.109590937533,-84.5235102237094,WEST END,WEST END,2449,139030246,1,"CINC, OH 45202",BLACK,MALE,44,NONFATAL,11/04/2013 12:00:00 AM,NOV,184000,18,MON,139030246,11/04/2013 06:40:00 PM,DISTRICT 1,45214,WEST END
5,13XX KNOWLTON ST,39.1607429237277,-84.5334837205657,NORTHSIDE,NORTHSIDE,4016,179030189,3,,WHITE,MALE,22,NONFATAL,07/29/2017 12:00:00 AM,JUL,222000,22,SAT,179030189,07/29/2017 10:20:00 PM,DISTRICT 5,,NORTHSIDE
1,XX E MCMICKEN AV,39.1158303516871,-84.5169712647006,OVER-THE-RHINE,OVER-THE-RHINE,4572,199005548,1,,BLACK,MALE,34,NONFATAL,03/19/2019 12:00:00 AM,MAR,212000,21,TUE,199005548,03/19/2019 09:20:00 PM,DISTRICT 1,,OTR
4,1XX RION LN,39.1587481010592,-84.5017228930203,NORTH AVONDALE,AVONDALE,1358,41102254,1,"FLORENCE, KY 41042",BLACK,MALE,24,NONFATAL,04/16/2011 12:00:00 AM,APR,185000,18,SAT,41102254,04/16/2011 06:50:00 PM,DISTRICT 4,45217,NORTH AVONDALE
5,49XX WINNESTE AV,39.1798602799338,-84.5111262798638,WINTON HILLS,WINTON HILLS,4995,209008779,1,,BLACK,MALE,28,FATAL,04/28/2020 12:00:00 AM,APR,171800,17,TUE,209008779,04/28/2020 05:18:00 PM,DISTRICT 5,,WINTON HILLS
4,70XX POPLAR LN,39.1936765737584,-84.4790210658707,CARTHAGE,CARTHAGE,895,41001415,1,,WHITE,MALE,25,NONFATAL,03/18/2010 12:00:00 AM,MAR,,N/A,THU,41001415,03/18/2010 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
3,24XX WESTWOOD NORTHERN BV,39.1467492557704,-84.577031899009,WESTWOOD,WESTWOOD,4416,189024785,1,,BLACK,MALE,17,NONFATAL,09/11/2018 12:00:00 AM,SEP,182000,18,TUE,189024785,09/11/2018 06:20:00 PM,DISTRICT 3,,WESTWOOD
4,77XX READING RD,39.2019335118598,-84.4557293544129,ROSELAWN,ROSELAWN,3040,159013583,1,"CINC, OH 45223",BLACK,MALE,34,NONFATAL,05/29/2015 12:00:00 AM,MAY,030000,3,FRI,159013583,05/29/2015 03:00:00 AM,DISTRICT 4,45237,ROSELAWN
2,36XX WOODFORD AV,39.1807825688233,-84.4137255573562,KENNEDY HEIGHTS,KENNEDY HEIGHTS,4165,179052465,1,"CINCINNNATI, OH 45213",BLACK,MALE,18,NONFATAL,12/06/2017 12:00:00 AM,DEC,192000,19,WED,179052465,12/06/2017 07:20:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
3,32XX BOWLING GREEN CT,39.1427127624352,-84.5539509221753,MILLVALE,MILLVALE,4020,179030756,1,,BLACK,MALE,17,NONFATAL,08/02/2017 12:00:00 AM,AUG,193000,19,WED,179030756,08/02/2017 07:30:00 PM,DISTRICT 3,,MILLVALE
1,10XX LINN ST,39.1064449834367,-84.52801911578,WEST END,WEST END,2887,159002541,1,"CINCINNATI, OH 45206",BLACK,MALE,35,FATAL,01/29/2015 12:00:00 AM,JAN,193000,19,THU,159002541,01/29/2015 07:30:00 PM,DISTRICT 1,45203,WEST END
3,8XX FAIRBANKS AV,39.1065629873897,-84.5683975583945,EAST PRICE HILL,EAST PRICE HILL,3404,169005320,1,"CINCINNATI, OH 45214",BLACK,MALE,19,NONFATAL,03/08/2016 12:00:00 AM,MAR,132500,13,TUE,169005320,03/08/2016 01:25:00 PM,DISTRICT 3,,EAST PRICE HILL
4,11XX SUMMIT RD,39.1964964081438,-84.471951013943,ROSELAWN,ROSELAWN,4511,189033876,2,,BLACK,MALE,30,NONFATAL,12/30/2018 12:00:00 AM,DEC,041000,4,SUN,189033876,12/30/2018 04:10:00 AM,DISTRICT 4,,ROSELAWN
1,3XX E THIRTEENTH ST,39.1091886851782,-84.5091591829417,PENDLETON,PENDLETON,808,10905871,1,,BLACK,MALE,23,NONFATAL,12/13/2009 12:00:00 AM,DEC,,N/A,SUN,10905871,12/13/2009 12:00:00 AM,DISTRICT 1,45202,PENDLETON
1,15XX JONES ST,39.1116976312189,-84.5262877311579,WEST END,WEST END,142,10802502,1,,BLACK,MALE,22,NONFATAL,06/02/2008 12:00:00 AM,JUN,,N/A,MON,10802502,06/02/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
3,8XX ENRIGHT AV,39.1073284565859,-84.5733370261642,EAST PRICE HILL,EAST PRICE HILL,2452,139030954,1,"CINCINNATI, OH 45205",WHITE,MALE,46,NONFATAL,11/12/2013 12:00:00 AM,NOV,183000,18,TUE,139030954,11/12/2013 06:30:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,24XX WESTWOOD NORTHERN BV,39.1471671035927,-84.5770060581339,WESTWOOD,WESTWOOD,4198,999999997,2,,BLACK,MALE,18,FATAL,01/23/2018 12:00:00 AM,JAN,211700,21,TUE,999999997,01/23/2018 09:17:00 PM,DISTRICT 3,,WESTWOOD
4,71XX READING RD,39.1899715474829,-84.4633392991166,ROSELAWN,ROSELAWN,24,40800520,1,,BLACK,MALE,21,NONFATAL,01/23/2008 12:00:00 AM,JAN,,N/A,WED,40800520,01/23/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
1,13XX BROADWAY ST,39.1112529099672,-84.5088192772082,PENDLETON,PENDLETON,2356,139022069,1,"CINC, OH 45212",BLACK,MALE,42,NONFATAL,08/17/2013 12:00:00 AM,AUG,003300,0,SAT,139022069,08/17/2013 12:33:00 AM,DISTRICT 1,45202,PENDLETON
1,17XX LINN ST,39.1158368934357,-84.5268024019087,WEST END,WEST END,954,11001420,1,,BLACK,MALE,32,NONFATAL,04/21/2010 12:00:00 AM,APR,,N/A,WED,11001420,04/21/2010 12:00:00 AM,DISTRICT 1,45214,WEST END
2,18XX HEWITT AV,39.1367686653357,-84.4710752896933,EVANSTON,EVANSTON,3222,159026804,5,"CINCINNATI, OH 45207",BLACK,MALE,27,NONFATAL,09/28/2015 12:00:00 AM,SEP,235200,23,MON,159026804,09/28/2015 11:52:00 PM,DISTRICT 2,,EVANSTON
3,34XX FYFFE AV,39.1458795230713,-84.5741628324617,EAST WESTWOOD,EAST WESTWOOD,989,31004898,1,,BLACK,MALE,19,NONFATAL,05/31/2010 12:00:00 AM,MAY,,N/A,MON,31004898,05/31/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
5,54XX WINNESTE AV,39.1884577220177,-84.5140127050272,WINTON HILLS,WINTON HILLS,2484,139034155,3,"CIN, OH 45223",BLACK,MALE,22,NONFATAL,12/21/2013 12:00:00 AM,DEC,044000,4,SAT,139034155,12/21/2013 04:40:00 AM,DISTRICT 5,45232,WINTON HILLS
3,22XX HARRISON AV,39.1334295490296,-84.5733134135268,WESTWOOD,WESTWOOD,2003,129030856,1,"CINC, OH 45238",BLACK,FEMALE,19,NONFATAL,10/23/2012 12:00:00 AM,OCT,210900,21,TUE,129030856,10/23/2012 09:09:00 PM,DISTRICT 3,45211,SOUTH FAIRMOUNT - WESTWOOD
3,24XX HARRISON AV,39.1397183884037,-84.5794863281344,WESTWOOD,WESTWOOD,1186,31010773,1,"CINC, OH 45211",BLACK,MALE,15,NONFATAL,10/25/2010 12:00:00 AM,OCT,,N/A,MON,31010773,10/25/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,19XX VINE ST,39.1161148851983,-84.5167425886219,OVER-THE-RHINE,CUF,826,10906065,1,,BLACK,MALE,36,NONFATAL,12/25/2009 12:00:00 AM,DEC,,N/A,FRI,10906065,12/25/2009 12:00:00 AM,DISTRICT 1,45202,OTR
4,28XX ASHLAND AV,39.1301931580027,-84.4812522175558,WALNUT HILLS,WALNUT HILLS,1495,41104499,1,"CINC, OH 45204",BLACK,MALE,20,NONFATAL,07/15/2011 12:00:00 AM,JUL,230000,23,FRI,41104499,07/15/2011 11:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
2,18XX HEWITT AV,39.1376860206822,-84.468616436424,EVANSTON,EVANSTON,3057,159014795,3,"CINCINNATI, OH 45237",BLACK,MALE,32,NONFATAL,06/10/2015 12:00:00 AM,JUN,144300,14,WED,159014795,06/10/2015 02:43:00 PM,DISTRICT 2,45207,EVANSTON
1,1XX GREEN ST,39.1150501333412,-84.5179222505843,OVER-THE-RHINE,OVER-THE-RHINE,836,11000008S1,1,,BLACK,MALE,37,NONFATAL,01/04/2010 12:00:00 AM,JAN,,N/A,MON,11000008S1,01/04/2010 12:00:00 AM,DISTRICT 1,45202,OTR
1,16XX VINE ST,39.1130733442474,-84.5165395887805,OVER-THE-RHINE,OVER-THE-RHINE,4899,209003526,1,,BLACK,MALE,23,NONFATAL,02/14/2020 12:00:00 AM,FEB,214000,21,FRI,209003526,02/14/2020 09:40:00 PM,DISTRICT 1,,OTR
4,30XX ALMS PL,39.1326280781239,-84.4840888374716,WALNUT HILLS,WALNUT HILLS,2225,139013216,3,"CINC, OH 45237",BLACK,FEMALE,27,NONFATAL,05/27/2013 12:00:00 AM,MAY,215000,21,MON,139013216,05/27/2013 09:50:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,7XX RIDDLE RD,39.1378374726212,-84.5299025281131,CLIFTON,CUF,3498,169013703,3,"HAMILTON, OH 45011",WHITE,MALE,20,NONFATAL,06/07/2016 12:00:00 AM,JUN,010500,1,TUE,169013703,06/07/2016 01:05:00 AM,DISTRICT 5,,CUF
4,38XX READING RD,39.1544349105523,-84.4839076427267,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,1613,41106682,1,"CINC, OH 45232",BLACK,MALE,39,NONFATAL,10/15/2011 12:00:00 AM,OCT,155000,15,SAT,41106682,10/15/2011 03:50:00 PM,DISTRICT 4,45229,NORTH AVONDALE
2,58XX BRAMBLE AV,39.1510760188833,-84.3957671418651,MADISONVILLE,MADISONVILLE,3907,179015468,1,,BLACK,MALE,31,NONFATAL,05/01/2017 12:00:00 AM,MAY,221500,22,MON,179015468,05/01/2017 10:15:00 PM,DISTRICT 2,,MADISONVILLE
1,8XX DAYTON ST,39.1180296571594,-84.5282328216742,WEST END,WEST END,2945,159007916,2,"CINTI, OH 45214",BLACK,FEMALE,23,NONFATAL,04/03/2015 12:00:00 AM,APR,133100,13,FRI,159007916,04/03/2015 01:31:00 PM,DISTRICT 1,45214,WEST END
5,11XX W GALBRAITH RD,39.2157857478113,-84.5298522834602,COLLEGE HILL,COLLEGE HILL,3673,169025409,1,,BLACK,MALE,39,NONFATAL,09/29/2016 12:00:00 AM,SEP,125900,12,THU,169025409,09/29/2016 12:59:00 PM,DISTRICT 5,,
3,37XX WESTMONT DR,39.1220831083287,-84.5738057877974,WEST PRICE HILL,EAST PRICE HILL,1954,129025739,1,"CIN, OH 45238",UNKNOWN,MALE,31,NONFATAL,09/09/2012 12:00:00 AM,SEP,013000,1,SUN,129025739,09/09/2012 01:30:00 AM,DISTRICT 3,45205,WEST PRICE HILL
3,8XX WOODLAWN AV,39.1057319011856,-84.5676738674516,EAST PRICE HILL,EAST PRICE HILL,198,30806541,1,,BLACK,MALE,29,NONFATAL,07/10/2008 12:00:00 AM,JUL,,N/A,THU,30806541,07/10/2008 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,8XX HERMOSA AV,39.1109506819887,-84.5959323849855,WEST PRICE HILL,WEST PRICE HILL,2408,139027013,1,"CINC, OH 45238",BLACK,MALE,32,NONFATAL,10/03/2013 12:00:00 AM,OCT,215900,21,THU,139027013,10/03/2013 09:59:00 PM,DISTRICT 3,45238,WEST PRICE HILL
,1XX E 5TH ST,39.1013295497866,-84.5108770963341,CBD/RIVERFRONT,DOWNTOWN,4449,189028071,1,,BLACK,MALE,16,NONFATAL,10/19/2018 12:00:00 AM,OCT,084000,8,FRI,189028071,10/19/2018 08:40:00 AM,CENTRAL BUSINESS SECTION,,DOWNTOWN
3,24XX WESTWOOD NORTHERN BV,39.1476675629249,-84.5785139439335,WESTWOOD,WESTWOOD,4944,209006727,1,,BLACK,MALE,35,FATAL,03/29/2020 12:00:00 AM,MAR,201000,20,SUN,209006727,03/29/2020 08:10:00 PM,DISTRICT 3,,WESTWOOD
4,34XX LARONA AV,39.1458469937791,-84.5033733023078,AVONDALE,AVONDALE,3374,169003528,1,"CINCINNATI, OH 45239",BLACK,FEMALE,25,NONFATAL,02/13/2016 12:00:00 AM,FEB,045200,4,SAT,169003528,02/13/2016 04:52:00 AM,DISTRICT 4,,AVONDALE
4,71XX EASTLAWN DR,39.1910394480582,-84.4559955405563,ROSELAWN,ROSELAWN,3271,159029369,1,"CINCINNATI, OH 45237",BLACK,MALE,22,FATAL,10/26/2015 12:00:00 AM,OCT,195900,19,MON,159029369,10/26/2015 07:59:00 PM,DISTRICT 4,,ROSELAWN
3,8XX WELLS ST,39.1068408334289,-84.570466553267,EAST PRICE HILL,EAST PRICE HILL,3598,169019694,1,"CINCINNATI, OH 45238",BLACK,MALE,27,NONFATAL,08/03/2016 12:00:00 AM,AUG,193000,19,WED,169019694,08/03/2016 07:30:00 PM,DISTRICT 3,,EAST PRICE HILL
1,7XX DERRICK TURNBOW,39.1112228464545,-84.5265336653099,WEST END,WEST END,1322,11100944,1,"CINC., OH 45204",BLACK,FEMALE,33,NONFATAL,03/14/2011 12:00:00 AM,MAR,172500,17,MON,11100944,03/14/2011 05:25:00 PM,DISTRICT 1,45214,WEST END
1,16XX RACE ST,39.1139881222822,-84.5182312805378,OVER-THE-RHINE,OVER-THE-RHINE,1002,11002290,1,,BLACK,FEMALE,24,NONFATAL,06/08/2010 12:00:00 AM,JUN,,N/A,TUE,11002290,06/08/2010 12:00:00 AM,DISTRICT 1,45202,OTR
1,5XX E THIRTEENTH ST,39.1110009140416,-84.5069366984602,PENDLETON,PENDLETON,224,10803555,1,,BLACK,MALE,29,NONFATAL,07/24/2008 12:00:00 AM,JUL,,N/A,THU,10803555,07/24/2008 12:00:00 AM,DISTRICT 1,45202,PENDLETON
3,30XX CAVANAUGH AV,39.1385807349447,-84.573614320623,WESTWOOD,WESTWOOD,1587,31108545,1,"CINC, OH 45206",BLACK,MALE,27,NONFATAL,09/28/2011 12:00:00 AM,SEP,194000,19,WED,31108545,09/28/2011 07:40:00 PM,DISTRICT 3,45211,WESTWOOD
3,26XX GEHRUM LN,39.1305546163105,-84.591594107133,WESTWOOD,WESTWOOD,2782,149025231,1,"CINCINNATI, OH 45211",BLACK,MALE,17,NONFATAL,10/04/2014 12:00:00 AM,OCT,033000,3,SAT,149025231,10/04/2014 03:30:00 AM,DISTRICT 3,45238,WESTWOOD
1,2XX MOHAWK ST,39.1200465103159,-84.5225834888511,OVER-THE-RHINE,CUF,757,10905064,1,,BLACK,MALE,34,FATAL,10/24/2009 12:00:00 AM,OCT,,N/A,SAT,10905064,10/24/2009 12:00:00 AM,DISTRICT 1,45214,OTR
5,49XX HAWAIIAN TE,39.183274424056,-84.5643116684876,MT AIRY,MT. AIRY,2929,159007064,1,"CINCINNATI, OH 45211",BLACK,MALE,21,NONFATAL,03/25/2015 12:00:00 AM,MAR,170000,17,WED,159007064,03/25/2015 05:00:00 PM,DISTRICT 5,45223,MOUNT AIRY
4,28XX GILBERT AV,39.1289440199834,-84.4883768554063,WALNUT HILLS,WALNUT HILLS,2843,149031797,2,"CINC, OH 45202",BLACK,MALE,25,NONFATAL,12/13/2014 12:00:00 AM,DEC,183100,18,SAT,149031797,12/13/2014 06:31:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,26XX CHESTERFIELD CT,39.2011971773382,-84.5779662379412,MT AIRY,MT. AIRY,2961,159009442,2,"CINTI, OH 45239",BLACK,FEMALE,29,NONFATAL,04/18/2015 12:00:00 AM,APR,184500,18,SAT,159009442,04/18/2015 06:45:00 PM,DISTRICT 5,45239,MOUNT AIRY
1,XX E MCMICKEN AV,39.1143515940022,-84.5160139379342,OVER-THE-RHINE,OVER-THE-RHINE,2565,149006631,2,"CINCINNATI, OH 45214",BLACK,MALE,41,NONFATAL,03/27/2014 12:00:00 AM,MAR,214500,21,THU,149006631,03/27/2014 09:45:00 PM,DISTRICT 1,45202,OTR
3,37XX WESTMONT DR,39.1218529703182,-84.5702889770568,WEST PRICE HILL,EAST PRICE HILL,1552,31107721,1,"CINC, OH 45205",BLACK,MALE,25,NONFATAL,09/01/2011 12:00:00 AM,SEP,211500,21,THU,31107721,09/01/2011 09:15:00 PM,DISTRICT 3,45205,WEST PRICE HILL
2,61XX CHANDLER ST,39.1644721696595,-84.3897529443296,MADISONVILLE,MADISONVILLE,2824,149029495,1,"CINCINNATI, OH 45227",BLACK,FEMALE,16,NONFATAL,11/18/2014 12:00:00 AM,NOV,183000,18,TUE,149029495,11/18/2014 06:30:00 PM,DISTRICT 2,45227,MADISONVILLE
